historical_case_id,district_id,withdrawal_location_id,fraud_type,fraud_amount,transaction_hour,city,latitude,longitude,account_risk,transaction_velocity,distance_to_location,atm_density,historical_similarity,withdrawal_zone,outcome
HC30911,TN03,OSM00374,Investment Scam,160092.3,15,Chennai,12.9068,80.2293,0.76,9,15.21,2,0.62,OSM00374,Withdrawal Attempted
HC30912,TN03,OSM00190,OTP Fraud,78123.27,20,Chennai,13.0756,80.2693,0.9,21,15.52,10,0.4,OSM00190,No Activity
HC30913,TN30,OSM00286,UPI Fraud,73408.43,2,Tiruchirappalli,10.756,78.8299,0.9,13,8.56,5,0.59,OSM00286,Withdrawal Attempted
HC30914,TN35,OSM00002,OTP Fraud,235744.1,14,The Nilgiris,11.4113,76.703,0.46,7,24.81,13,0.32,OSM00002,Withdrawal Attempted
HC30915,TN13,OSM00778,Identity Theft,245632.51,0,Madurai,9.919,78.1151,0.75,20,0.64,12,0.14,OSM00778,Withdrawal Detected
HC30916,TN21,OSM01271,Loan Fraud,248408.37,5,Ranipet,12.9228,79.3318,0.88,16,21.09,12,0.91,OSM01271,Withdrawal Detected
HC30917,TN35,OSM00817,Identity Theft,236697.3,4,The Nilgiris,11.3782,76.7439,0.51,18,28.57,17,0.52,OSM00817,Withdrawal Detected
HC30918,TN30,OSM00372,Job Fraud,295387.86,15,Tiruchirappalli,10.7883,78.6683,0.43,14,23.37,17,0.57,OSM00372,Withdrawal Detected
HC30919,TN13,OSM00746,OTP Fraud,245503.68,21,Madurai,9.922,78.1125,0.95,21,1.58,16,0.48,OSM00746,No Activity
HC30920,TN16,OSM01557,Investment Scam,96435.26,18,Kanniyakumari,8.3907,77.6097,0.43,20,17.75,19,0.74,OSM01557,Withdrawal Attempted
HC30921,TN04,OSM01316,Romance Scam,240799.73,0,Coimbatore,11.0311,77.0287,0.57,17,45.92,8,0.75,OSM01316,Withdrawal Detected
HC30922,TN03,OSM00685,OTP Fraud,206145.12,18,Chennai,12.9801,80.2509,0.87,4,29.1,10,0.94,OSM00685,No Activity
HC30923,TN07,OSM01269,OTP Fraud,188197.48,0,Dindigul,10.3608,77.9757,0.78,7,32.19,2,0.89,OSM01269,No Activity
HC30924,TN04,OSM00072,Identity Theft,290396.47,12,Coimbatore,11.2428,76.9607,0.86,8,19.6,14,0.24,OSM00072,No Activity
HC30925,TN03,OSM00249,SIM Swap,212419.37,3,Chennai,13.0233,80.2164,0.54,16,3.97,14,0.64,OSM00249,Withdrawal Detected
HC30926,TN03,OSM00145,Investment Scam,120540.27,0,Chennai,13.0674,80.2063,0.93,13,19.14,18,0.52,OSM00145,Withdrawal Attempted
HC30927,TN29,OSM01363,OTP Fraud,123979.23,1,Thoothukudi,8.8022,78.15,0.73,3,3.57,17,0.66,OSM01363,No Activity
HC30928,TN37,OSM01000,Investment Scam,90373.57,8,Viluppuram,11.9378,79.5033,0.45,20,28.63,16,0.4,OSM01000,Withdrawal Attempted
HC30929,TN02,OSM00471,SIM Swap,155489.63,14,Chengalpattu,12.7414,80.1963,0.75,8,9.22,12,0.46,OSM00471,No Activity
HC30930,TN12,OSM00193,UPI Fraud,137515.03,1,Krishnagiri,12.7293,77.8277,0.69,22,20.54,12,0.44,OSM00193,Withdrawal Detected
HC30931,TN14,OSM01220,OTP Fraud,227253.52,3,Mayiladuthurai,11.0511,79.4117,0.99,6,4.19,13,0.99,OSM01220,Withdrawal Attempted
HC30932,TN08,OSM00422,Card Skimming,184646.74,12,Erode,11.4549,77.4393,0.48,3,12.62,9,0.9,OSM00422,Withdrawal Attempted
HC30933,TN29,OSM01058,OTP Fraud,138784.61,16,Thoothukudi,8.8103,78.1335,0.66,12,41.34,18,0.71,OSM01058,Withdrawal Attempted
HC30934,TN37,OSM01431,Identity Theft,278952.25,5,Viluppuram,11.7786,79.527,0.52,14,47.02,2,0.93,OSM01431,Withdrawal Attempted
HC30935,TN03,OSM00268,Card Skimming,137595.74,20,Chennai,13.0373,80.2273,0.89,21,9.16,7,0.61,OSM00268,Withdrawal Detected
HC30936,TN03,OSM00315,Romance Scam,161516.54,10,Chennai,13.0363,80.2216,0.63,9,5.05,3,0.44,OSM00315,Withdrawal Attempted
HC30937,TN36,OSM01223,Investment Scam,18528.89,4,Vellore,12.5964,79.1849,0.89,17,28.27,19,0.61,OSM01223,Withdrawal Detected
HC30938,TN15,OSM00922,Romance Scam,23493.1,12,Nagapattinam,10.6815,79.8492,0.83,10,49.4,13,0.64,OSM00922,No Activity
HC30939,TN14,OSM00993,Phishing,28177.35,10,Mayiladuthurai,11.3547,79.5546,0.64,16,11.89,18,0.44,OSM00993,Withdrawal Attempted
HC30940,TN14,OSM00993,Loan Fraud,58489.7,14,Mayiladuthurai,11.3547,79.5546,0.66,21,11.15,14,0.24,OSM00993,No Activity
HC30941,TN26,OSM00464,Investment Scam,181620.71,4,Theni,9.9999,77.6182,0.84,20,3.91,4,0.45,OSM00464,No Activity
HC30942,TN03,OSM00382,Job Fraud,125957.64,2,Chennai,13.0403,80.2423,0.7,9,30.52,9,0.42,OSM00382,Withdrawal Attempted
HC30943,TN03,OSM00611,Romance Scam,51498.35,20,Chennai,12.9619,80.2564,0.77,7,30.38,2,0.88,OSM00611,Withdrawal Attempted
HC30944,TN03,OSM00908,Romance Scam,247288.73,7,Chennai,13.0905,80.2878,0.91,13,24.96,12,0.78,OSM00908,No Activity
HC30945,TN33,OSM01540,Loan Fraud,12338.9,7,Tiruppur,11.1925,77.2833,0.73,19,32.86,14,0.8,OSM01540,Withdrawal Attempted
HC30946,TN04,OSM00691,Phishing,259978.4,12,Coimbatore,11.2409,76.96,0.46,15,11.96,19,0.99,OSM00691,No Activity
HC30947,TN37,OSM00552,Romance Scam,239313.02,9,Viluppuram,11.9397,79.493,0.47,22,0.18,6,0.36,OSM00552,No Activity
HC30948,TN30,OSM00418,Card Skimming,208493.67,13,Tiruchirappalli,10.7981,78.6855,0.46,22,27.92,17,0.23,OSM00418,Withdrawal Attempted
HC30949,TN14,OSM01603,Investment Scam,65222.32,22,Mayiladuthurai,10.9888,79.4353,0.79,15,35.33,13,0.88,OSM01603,Withdrawal Detected
HC30950,TN03,OSM00065,Investment Scam,131595.05,1,Chennai,12.9728,80.258,0.83,16,19.95,15,0.45,OSM00065,No Activity
HC30951,TN26,OSM00924,OTP Fraud,262419.9,5,Theni,10.236,77.4935,0.58,11,26.1,13,0.48,OSM00924,Withdrawal Detected
HC30952,TN24,OSM01107,Loan Fraud,151262.13,1,Tenkasi,8.9761,77.2534,0.8,4,9.9,3,0.34,OSM01107,No Activity
HC30953,TN11,OSM00388,SIM Swap,80821.6,10,Karur,10.9534,78.0663,0.8,9,34.87,12,0.11,OSM00388,No Activity
HC30954,TN30,OSM00208,Romance Scam,2243.6,4,Tiruchirappalli,10.8146,78.6673,0.56,10,4.91,8,0.31,OSM00208,No Activity
HC30955,TN11,OSM00368,Loan Fraud,226539.25,22,Karur,11.0151,78.3005,0.59,17,49.27,7,0.29,OSM00368,Withdrawal Attempted
HC30956,TN05,OSM01213,SIM Swap,144467.79,17,Cuddalore,11.7232,79.7684,0.63,18,37.1,19,0.85,OSM01213,No Activity
HC30957,TN03,OSM00718,OTP Fraud,269875.81,9,Chennai,13.0674,80.2707,0.78,14,41.64,6,0.18,OSM00718,Withdrawal Detected
HC30958,TN03,OSM00416,OTP Fraud,2468.32,3,Chennai,13.0448,80.2639,0.97,10,7.74,19,0.78,OSM00416,Withdrawal Detected
HC30959,TN35,OSM00032,Phishing,240522.22,22,The Nilgiris,11.3003,76.9386,0.65,11,43.18,18,0.96,OSM00032,Withdrawal Detected
HC30960,TN19,OSM00906,Investment Scam,129901.54,2,Pudukkottai,10.0752,78.7794,0.65,19,37.65,10,0.94,OSM00906,Withdrawal Detected
HC30961,TN13,OSM01467,Card Skimming,196883.39,8,Madurai,9.9315,78.0898,0.85,10,0.37,4,0.74,OSM01467,Withdrawal Detected
HC30962,TN03,OSM00763,OTP Fraud,269422.44,8,Chennai,13.0271,80.1771,0.53,14,11.74,2,0.89,OSM00763,No Activity
HC30963,TN04,OSM00356,Job Fraud,63415.21,18,Coimbatore,11.168,76.9509,0.44,9,46.81,18,0.87,OSM00356,Withdrawal Attempted
HC30964,TN03,OSM00977,Job Fraud,72313.75,22,Chennai,13.0918,80.2754,0.53,17,5.96,9,0.29,OSM00977,No Activity
HC30965,TN21,OSM00498,OTP Fraud,296624.6,11,Ranipet,12.9412,79.3355,0.81,23,22.18,2,0.59,OSM00498,Withdrawal Attempted
HC30966,TN03,OSM00034,Loan Fraud,87153.82,5,Chennai,12.9431,80.1342,0.77,14,0.36,7,0.33,OSM00034,Withdrawal Detected
HC30967,TN25,OSM01355,Phishing,150956.41,7,Thanjavur,10.7632,79.1284,0.72,8,35.9,12,0.92,OSM01355,No Activity
HC30968,TN03,OSM00857,SIM Swap,30475.24,11,Chennai,13.0501,80.1804,0.59,22,30.67,7,0.12,OSM00857,Withdrawal Detected
HC30969,TN04,OSM01598,Identity Theft,116444.59,0,Coimbatore,11.0234,76.9771,0.88,22,47.57,13,0.52,OSM01598,No Activity
HC30970,TN35,OSM00126,Romance Scam,194282.65,10,The Nilgiris,11.408,76.7069,0.43,10,40.0,18,0.78,OSM00126,Withdrawal Attempted
HC30971,TN06,OSM00143,Phishing,204351.0,18,Dharmapuri,12.3162,78.206,0.42,14,11.89,9,0.68,OSM00143,No Activity
HC30972,TN04,OSM00139,Loan Fraud,70643.02,8,Coimbatore,11.0759,77.0023,0.48,25,49.98,16,0.69,OSM00139,Withdrawal Detected
HC30973,TN19,OSM00446,Identity Theft,263475.77,20,Pudukkottai,10.4821,78.7849,0.82,23,43.03,10,0.36,OSM00446,Withdrawal Detected
HC30974,TN03,OSM01280,SIM Swap,76700.62,10,Chennai,13.1214,80.1481,0.55,15,8.26,14,0.71,OSM01280,Withdrawal Attempted
HC30975,TN05,OSM00761,Card Skimming,96338.56,0,Cuddalore,11.8646,79.7578,0.45,7,2.29,10,0.36,OSM00761,Withdrawal Detected
HC30976,TN04,OSM00099,OTP Fraud,249446.53,10,Coimbatore,11.0213,76.971,0.98,13,30.15,5,0.91,OSM00099,Withdrawal Attempted
HC30977,TN03,OSM00217,UPI Fraud,125644.06,21,Chennai,13.0149,80.1744,0.83,10,48.32,7,0.22,OSM00217,Withdrawal Detected
HC30978,TN03,OSM00251,UPI Fraud,234706.72,23,Chennai,13.0242,80.2185,0.93,22,16.43,7,0.24,OSM00251,Withdrawal Detected
HC30979,TN02,OSM00470,OTP Fraud,75598.2,0,Chengalpattu,12.7421,80.198,0.57,7,15.37,3,0.35,OSM00470,Withdrawal Detected
HC30980,TN03,OSM00928,Phishing,149799.81,5,Chennai,13.0896,80.2853,0.77,9,32.57,8,0.65,OSM00928,Withdrawal Detected
HC30981,TN13,OSM01475,Investment Scam,61910.08,17,Madurai,9.923,78.1486,0.46,5,40.76,6,0.86,OSM01475,Withdrawal Detected
HC30982,TN03,OSM00859,Investment Scam,168200.53,8,Chennai,12.9693,80.1902,0.47,3,45.75,12,0.22,OSM00859,No Activity
HC30983,TN26,OSM00171,Phishing,193394.5,4,Theni,10.2359,77.4934,0.64,5,24.16,8,0.23,OSM00171,Withdrawal Detected
HC30984,TN19,OSM01446,SIM Swap,62127.0,2,Pudukkottai,10.0746,78.7821,0.65,19,26.15,4,0.71,OSM01446,Withdrawal Attempted
HC30985,TN22,OSM00413,OTP Fraud,140580.54,11,Salem,11.6294,78.1485,0.58,21,6.84,16,0.47,OSM00413,Withdrawal Attempted
HC30986,TN05,OSM00234,Job Fraud,232837.05,6,Cuddalore,11.9912,79.8272,0.61,3,25.75,13,0.62,OSM00234,Withdrawal Attempted
HC30987,TN03,OSM00610,Job Fraud,42547.04,13,Chennai,13.0738,80.2002,0.59,6,35.17,7,0.56,OSM00610,Withdrawal Detected
HC30988,TN29,OSM01363,Investment Scam,81747.52,18,Thoothukudi,8.8022,78.15,0.66,9,14.28,3,0.51,OSM01363,No Activity
HC30989,TN04,OSM01037,UPI Fraud,16274.16,15,Coimbatore,11.0457,77.0378,0.44,25,30.51,6,0.16,OSM01037,Withdrawal Attempted
HC30990,TN03,OSM00210,Loan Fraud,251281.63,2,Chennai,12.9828,80.1916,0.85,25,45.68,5,0.75,OSM00210,No Activity
HC30991,TN03,OSM00849,UPI Fraud,286387.99,8,Chennai,12.9652,80.1921,0.49,3,44.71,19,0.15,OSM00849,Withdrawal Detected
HC30992,TN19,OSM00852,Romance Scam,98377.33,9,Pudukkottai,10.0733,78.7755,0.69,9,29.87,2,0.44,OSM00852,Withdrawal Attempted
HC30993,TN03,OSM00617,Identity Theft,283107.72,16,Chennai,13.1056,80.2086,0.7,18,37.27,9,0.3,OSM00617,Withdrawal Attempted
HC30994,TN22,OSM00966,Card Skimming,198756.35,5,Salem,11.7709,78.0545,0.52,13,49.1,3,0.28,OSM00966,No Activity
HC30995,TN06,OSM00143,UPI Fraud,257719.74,12,Dharmapuri,12.3162,78.206,0.76,11,48.21,11,0.66,OSM00143,No Activity
HC30996,TN33,OSM01554,Card Skimming,142334.05,15,Tiruppur,10.7256,77.5238,0.6,8,2.98,19,0.45,OSM01554,Withdrawal Detected
HC30997,TN32,OSM00155,UPI Fraud,263882.94,15,Tirupathur,12.5859,78.6314,0.95,5,21.5,16,0.9,OSM00155,Withdrawal Attempted
HC30998,TN13,OSM01481,SIM Swap,74088.13,4,Madurai,9.9315,78.1487,0.86,11,27.16,16,0.22,OSM01481,Withdrawal Detected
HC30999,TN03,OSM00684,Identity Theft,294341.62,17,Chennai,12.9773,80.251,0.51,18,6.49,2,0.19,OSM00684,Withdrawal Attempted
HC31000,TN03,OSM00718,Investment Scam,273325.4,2,Chennai,13.0674,80.2707,0.61,12,46.62,7,0.56,OSM00718,Withdrawal Attempted
